,AÑO,SEMESTRE,VICTIMA_x,MES,POBLACION TOTAL,TASA_SEMESTRAL
401,2018,2,76,12,3044521.66666666,2.496287046733674
402,2018,2,76,12,3044521.66666666,2.496287046733674
403,2018,2,76,12,3044521.66666666,2.496287046733674
404,2018,2,76,12,3044521.66666666,2.496287046733674
405,2018,2,76,12,3044521.66666666,2.496287046733674
406,2018,2,76,12,3044521.66666666,2.496287046733674
407,2018,2,76,12,3044521.66666666,2.496287046733674
408,2018,2,76,12,3044521.66666666,2.496287046733674
409,2018,2,76,12,3044521.66666666,2.496287046733674
410,2018,2,76,12,3044521.66666666,2.496287046733674
411,2019,1,54,1,3063817.99999999,1.7625067807552595
412,2019,1,54,1,3063817.99999999,1.7625067807552595
413,2019,1,54,1,3063817.99999999,1.7625067807552595
414,2019,1,54,1,3063817.99999999,1.7625067807552595
415,2019,1,54,1,3063817.99999999,1.7625067807552595
416,2019,1,54,1,3063817.99999999,1.7625067807552595
417,2019,1,54,1,3063817.99999999,1.7625067807552595
418,2019,1,54,1,3063817.99999999,1.7625067807552595
419,2019,1,54,2,3063817.99999999,1.7625067807552595
420,2019,1,54,2,3063817.99999999,1.7625067807552595
421,2019,1,54,2,3063817.99999999,1.7625067807552595
422,2019,1,54,2,3063817.99999999,1.7625067807552595
423,2019,1,54,2,3063817.99999999,1.7625067807552595
424,2019,1,54,2,3063817.99999999,1.7625067807552595
425,2019,1,54,2,3063817.99999999,1.7625067807552595
426,2019,1,54,2,3063817.99999999,1.7625067807552595
427,2019,1,54,3,3063817.99999999,1.7625067807552595
428,2019,1,54,3,3063817.99999999,1.7625067807552595
429,2019,1,54,3,3063817.99999999,1.7625067807552595
430,2019,1,54,3,3063817.99999999,1.7625067807552595
431,2019,1,54,3,3063817.99999999,1.7625067807552595
432,2019,1,54,3,3063817.99999999,1.7625067807552595
433,2019,1,54,3,3063817.99999999,1.7625067807552595
434,2019,1,54,3,3063817.99999999,1.7625067807552595
435,2019,1,54,3,3063817.99999999,1.7625067807552595
436,2019,1,54,3,3063817.99999999,1.7625067807552595
437,2019,1,54,4,3063817.99999999,1.7625067807552595
438,2019,1,54,4,3063817.99999999,1.7625067807552595
439,2019,1,54,4,3063817.99999999,1.7625067807552595
440,2019,1,54,4,3063817.99999999,1.7625067807552595
441,2019,1,54,4,3063817.99999999,1.7625067807552595
442,2019,1,54,4,3063817.99999999,1.7625067807552595
443,2019,1,54,4,3063817.99999999,1.7625067807552595
444,2019,1,54,4,3063817.99999999,1.7625067807552595
445,2019,1,54,4,3063817.99999999,1.7625067807552595
446,2019,1,54,5,3063817.99999999,1.7625067807552595
447,2019,1,54,5,3063817.99999999,1.7625067807552595
448,2019,1,54,5,3063817.99999999,1.7625067807552595
449,2019,1,54,5,3063817.99999999,1.7625067807552595
450,2019,1,54,5,3063817.99999999,1.7625067807552595
451,2019,1,54,5,3063817.99999999,1.7625067807552595
452,2019,1,54,5,3063817.99999999,1.7625067807552595
453,2019,1,54,6,3063817.99999999,1.7625067807552595
454,2019,1,54,6,3063817.99999999,1.7625067807552595
455,2019,1,54,6,3063817.99999999,1.7625067807552595
456,2019,1,54,6,3063817.99999999,1.7625067807552595
457,2019,1,54,6,3063817.99999999,1.7625067807552595
458,2019,1,54,6,3063817.99999999,1.7625067807552595
459,2019,1,54,6,3063817.99999999,1.7625067807552595
460,2019,1,54,6,3063817.99999999,1.7625067807552595
461,2019,1,54,6,3063817.99999999,1.7625067807552595
462,2019,1,54,6,3063817.99999999,1.7625067807552595
463,2019,1,54,6,3063817.99999999,1.7625067807552595
464,2019,1,54,5,3063817.99999999,1.7625067807552595
465,2019,2,42,7,3063817.99999999,1.3708386072540906
466,2019,2,42,7,3063817.99999999,1.3708386072540906
467,2019,2,42,7,3063817.99999999,1.3708386072540906
468,2019,2,42,7,3063817.99999999,1.3708386072540906
469,2019,2,42,7,3063817.99999999,1.3708386072540906
470,2019,2,42,8,3063817.99999999,1.3708386072540906
471,2019,2,42,8,3063817.99999999,1.3708386072540906
472,2019,2,42,8,3063817.99999999,1.3708386072540906
473,2019,2,42,8,3063817.99999999,1.3708386072540906
474,2019,2,42,8,3063817.99999999,1.3708386072540906
475,2019,2,42,8,3063817.99999999,1.3708386072540906
476,2019,2,42,8,3063817.99999999,1.3708386072540906
477,2019,2,42,8,3063817.99999999,1.3708386072540906
478,2019,2,42,8,3063817.99999999,1.3708386072540906
479,2019,2,42,8,3063817.99999999,1.3708386072540906
480,2019,2,42,8,3063817.99999999,1.3708386072540906
481,2019,2,42,8,3063817.99999999,1.3708386072540906
482,2019,2,42,8,3063817.99999999,1.3708386072540906
483,2019,2,42,8,3063817.99999999,1.3708386072540906
484,2019,2,42,9,3063817.99999999,1.3708386072540906
485,2019,2,42,9,3063817.99999999,1.3708386072540906
486,2019,2,42,9,3063817.99999999,1.3708386072540906
487,2019,2,42,9,3063817.99999999,1.3708386072540906
488,2019,2,42,9,3063817.99999999,1.3708386072540906
489,2019,2,42,9,3063817.99999999,1.3708386072540906
490,2019,2,42,9,3063817.99999999,1.3708386072540906
491,2019,2,42,9,3063817.99999999,1.3708386072540906
492,2019,2,42,9,3063817.99999999,1.3708386072540906
493,2019,2,42,10,3063817.99999999,1.3708386072540906
494,2019,2,42,10,3063817.99999999,1.3708386072540906
495,2019,2,42,10,3063817.99999999,1.3708386072540906
496,2019,2,42,10,3063817.99999999,1.3708386072540906
497,2019,2,42,10,3063817.99999999,1.3708386072540906
498,2019,2,42,11,3063817.99999999,1.3708386072540906
499,2019,2,42,11,3063817.99999999,1.3708386072540906
500,2019,2,42,11,3063817.99999999,1.3708386072540906
501,2019,2,42,11,3063817.99999999,1.3708386072540906
502,2019,2,42,11,3063817.99999999,1.3708386072540906
503,2019,2,42,12,3063817.99999999,1.3708386072540906
504,2019,2,42,12,3063817.99999999,1.3708386072540906
505,2019,2,42,12,3063817.99999999,1.3708386072540906
